country,season,gender,age_group,age_threshold,registered_players,metric_name,source_name,source_url,source_page,quality_flag,notes,year
France,2018-19,female,native_band,10 à 14 ans,50444,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,female,native_band,15 à 19 ans,29848,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,female,native_band,20 à 24 ans,16495,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,female,native_band,25 à 29 ans,13431,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,female,native_band,30 à 34 ans,9663,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,female,native_band,35 à 39 ans,8811,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,female,native_band,40 à 44 ans,8123,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,female,native_band,45 à 49 ans,6687,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,female,native_band,5 à 9 ans,29636,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,female,native_band,50 à 54 ans,4420,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,female,native_band,55 à 59 ans,2704,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,female,native_band,60 à 64 ans,1878,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,female,native_band,65 à 69 ans,1315,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,female,native_band,70 à 74 ans,783,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,female,native_band,75 à 79 ans,198,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,female,native_band,80 à 99 ans,104,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,female,native_band,NR,0,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,female,total,,184541,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data,2019
France,2018-19,male,native_band,1 à 4 ans,1,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,male,native_band,10 à 14 ans,450152,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,male,native_band,15 à 19 ans,251633,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,male,native_band,20 à 24 ans,168608,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,male,native_band,25 à 29 ans,157579,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,male,native_band,30 à 34 ans,131494,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,male,native_band,35 à 39 ans,115938,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,male,native_band,40 à 44 ans,90810,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,male,native_band,45 à 49 ans,75169,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,male,native_band,5 à 9 ans,445784,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,male,native_band,50 à 54 ans,48275,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,male,native_band,55 à 59 ans,30112,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,male,native_band,60 à 64 ans,20255,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,male,native_band,65 à 69 ans,14891,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,male,native_band,70 à 74 ans,8770,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,male,native_band,75 à 79 ans,3011,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,male,native_band,80 à 99 ans,1627,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,male,native_band,NR,185,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2019
France,2018-19,male,total,,2014294,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2019.csv,A,FFF code 111; national total aggregated from commune-level data,2019
France,2019-20,female,native_band,1 à 4 ans,0,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2020.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2020
France,2019-20,female,native_band,10 à 14 ans,56399,registered_licences,INJEP — Recensement des licences sportives,https://injep.fr/donnee/recensement-des-licences-sportives/,lic-data-2020.csv,A,FFF code 111; national total aggregated from commune-level data; native INJEP age band,2020
