country,season,sport,gender,age_group,registered_players,metric_name,source_name,source_url,source_file,quality_flag,age_label,notes
Spain,2017-18,football,male,alevin,133798,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,alevin,Image-verified.
Spain,2017-18,football,male,benjamin,107866,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,benjamin,Image-verified.
Spain,2017-18,football,male,cadete,110018,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,cadete,Image-verified.
Spain,2017-18,football,male,debutante,6479,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,debutante,Image-verified.
Spain,2017-18,football,male,infantil,127292,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,infantil,Image-verified.
Spain,2017-18,football,male,juvenil,8918,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,juvenil,Image-verified.
Spain,2017-18,football,male,prebenjamin,52521,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,prebenjamin,Image-verified.
Spain,2017-18,football,male,profesional,4125,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,profesional,Image-verified.
Spain,2017-18,football,male,veterano,109913,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,veterano,Image-verified.
Spain,2017-18,futsal,female,aficionado,5015,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,aficionado,Image-verified.
Spain,2017-18,futsal,female,alevin,2681,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,alevin,Image-verified.
Spain,2017-18,futsal,female,benjamin,2690,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,benjamin,Image-verified.
Spain,2017-18,futsal,female,cadete,1514,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,cadete,Image-verified.
Spain,2017-18,futsal,female,debutante,36,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,debutante,Image-verified.
Spain,2017-18,futsal,female,infantil,1683,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,infantil,Image-verified.
Spain,2017-18,futsal,female,juvenil,1941,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,juvenil,Image-verified.
Spain,2017-18,futsal,female,prebenjamin,239,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,prebenjamin,Image-verified.
Spain,2017-18,futsal,female,profesional,30,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,profesional,Image-verified.
Spain,2017-18,futsal,male,aficionado,23913,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,aficionado,Image-verified.
Spain,2017-18,futsal,male,alevin,15427,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,alevin,Image-verified.
Spain,2017-18,futsal,male,benjamin,17104,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,benjamin,Image-verified.
Spain,2017-18,futsal,male,cadete,12993,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,cadete,Image-verified.
Spain,2017-18,futsal,male,debutante,2209,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,debutante,Image-verified.
Spain,2017-18,futsal,male,infantil,13677,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,infantil,Image-verified.
Spain,2017-18,futsal,male,juvenil,13973,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,juvenil,Image-verified.
Spain,2017-18,futsal,male,prebenjamin,11135,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,prebenjamin,Image-verified.
Spain,2017-18,futsal,male,profesional,259,licencias,RFEF Memoria Anual 2018,,rfef_memoria_2018.pdf,confirmed,profesional,Image-verified.
Spain,2018-19,football,female,aficionado,12718,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,aficionado,"Image-verified. Male label order: profesional,aficionado,veterano,juvenil,cadete,..."
Spain,2018-19,football,female,alevin,7852,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,alevin,"Image-verified. Male label order: profesional,aficionado,veterano,juvenil,cadete,..."
Spain,2018-19,football,female,benjamin,4602,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,benjamin,"Image-verified. Male label order: profesional,aficionado,veterano,juvenil,cadete,..."
Spain,2018-19,football,female,cadete,6453,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,cadete,"Image-verified. Male label order: profesional,aficionado,veterano,juvenil,cadete,..."
Spain,2018-19,football,female,debutante,107,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,debutante,"Image-verified. Male label order: profesional,aficionado,veterano,juvenil,cadete,..."
Spain,2018-19,football,female,infantil,6916,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,infantil,"Image-verified. Male label order: profesional,aficionado,veterano,juvenil,cadete,..."
Spain,2018-19,football,female,juvenil,7627,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,juvenil,"Image-verified. Male label order: profesional,aficionado,veterano,juvenil,cadete,..."
Spain,2018-19,football,female,prebenjamin,1063,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,prebenjamin,"Image-verified. Male label order: profesional,aficionado,veterano,juvenil,cadete,..."
Spain,2018-19,football,female,profesional,332,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,profesional,"Image-verified. Male label order: profesional,aficionado,veterano,juvenil,cadete,..."
Spain,2018-19,football,male,aficionado,118886,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,aficionado,"Image-verified. Male label order: profesional,aficionado,veterano,juvenil,cadete,..."
Spain,2018-19,football,male,alevin,139129,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,alevin,"Image-verified. Male label order: profesional,aficionado,veterano,juvenil,cadete,..."
Spain,2018-19,football,male,benjamin,107330,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,benjamin,"Image-verified. Male label order: profesional,aficionado,veterano,juvenil,cadete,..."
Spain,2018-19,football,male,cadete,115610,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,cadete,"Image-verified. Male label order: profesional,aficionado,veterano,juvenil,cadete,..."
Spain,2018-19,football,male,debutante,6541,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,debutante,"Image-verified. Male label order: profesional,aficionado,veterano,juvenil,cadete,..."
Spain,2018-19,football,male,infantil,130755,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,infantil,"Image-verified. Male label order: profesional,aficionado,veterano,juvenil,cadete,..."
Spain,2018-19,football,male,juvenil,111955,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,juvenil,"Image-verified. Male label order: profesional,aficionado,veterano,juvenil,cadete,..."
Spain,2018-19,football,male,prebenjamin,51812,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,prebenjamin,"Image-verified. Male label order: profesional,aficionado,veterano,juvenil,cadete,..."
Spain,2018-19,football,male,profesional,4756,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,profesional,"Image-verified. Male label order: profesional,aficionado,veterano,juvenil,cadete,..."
Spain,2018-19,football,male,veterano,9840,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,veterano,"Image-verified. Male label order: profesional,aficionado,veterano,juvenil,cadete,..."
Spain,2018-19,futsal,female,aficionado,5375,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,aficionado,Image-verified.
Spain,2018-19,futsal,female,alevin,2498,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,alevin,Image-verified.
Spain,2018-19,futsal,female,benjamin,2283,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,benjamin,Image-verified.
Spain,2018-19,futsal,female,cadete,1593,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,cadete,Image-verified.
Spain,2018-19,futsal,female,debutante,46,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,debutante,Image-verified.
Spain,2018-19,futsal,female,infantil,1893,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,infantil,Image-verified.
Spain,2018-19,futsal,female,juvenil,1922,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,juvenil,Image-verified.
Spain,2018-19,futsal,female,prebenjamin,284,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,prebenjamin,Image-verified.
Spain,2018-19,futsal,female,profesional,40,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,profesional,Image-verified.
Spain,2018-19,futsal,male,aficionado,24129,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,aficionado,Image-verified.
Spain,2018-19,futsal,male,alevin,16482,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,alevin,Image-verified.
Spain,2018-19,futsal,male,benjamin,17018,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,benjamin,Image-verified.
Spain,2018-19,futsal,male,cadete,12673,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,cadete,Image-verified.
Spain,2018-19,futsal,male,debutante,1992,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,debutante,Image-verified.
Spain,2018-19,futsal,male,infantil,14646,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,infantil,Image-verified.
Spain,2018-19,futsal,male,juvenil,13493,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,juvenil,Image-verified.
Spain,2018-19,futsal,male,prebenjamin,12680,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,prebenjamin,Image-verified.
Spain,2018-19,futsal,male,profesional,287,licencias,RFEF Memoria Anual 2019,,rfef_memoria_2019.pdf,confirmed,profesional,Image-verified.
Spain,2019-20,football,female,aficionado,14129,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,estimated,aficionado,"Image-verified rows; footer mis-reports column totals. Female prebenjamin/debutante summed from regional rows. Grand total 846,625 vs CSV 846,806 (+181 unattributed)."
Spain,2019-20,football,female,alevin,9290,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,estimated,alevin,"Image-verified rows; footer mis-reports column totals. Female prebenjamin/debutante summed from regional rows. Grand total 846,625 vs CSV 846,806 (+181 unattributed)."
Spain,2019-20,football,female,benjamin,5175,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,estimated,benjamin,"Image-verified rows; footer mis-reports column totals. Female prebenjamin/debutante summed from regional rows. Grand total 846,625 vs CSV 846,806 (+181 unattributed)."
Spain,2019-20,football,female,cadete,7390,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,estimated,cadete,"Image-verified rows; footer mis-reports column totals. Female prebenjamin/debutante summed from regional rows. Grand total 846,625 vs CSV 846,806 (+181 unattributed)."
Spain,2019-20,football,female,debutante,131,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,estimated,debutante,"Image-verified rows; footer mis-reports column totals. Female prebenjamin/debutante summed from regional rows. Grand total 846,625 vs CSV 846,806 (+181 unattributed)."
Spain,2019-20,football,female,infantil,8540,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,estimated,infantil,"Image-verified rows; footer mis-reports column totals. Female prebenjamin/debutante summed from regional rows. Grand total 846,625 vs CSV 846,806 (+181 unattributed)."
Spain,2019-20,football,female,juvenil,8088,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,estimated,juvenil,"Image-verified rows; footer mis-reports column totals. Female prebenjamin/debutante summed from regional rows. Grand total 846,625 vs CSV 846,806 (+181 unattributed)."
Spain,2019-20,football,female,prebenjamin,1177,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,estimated,prebenjamin,"Image-verified rows; footer mis-reports column totals. Female prebenjamin/debutante summed from regional rows. Grand total 846,625 vs CSV 846,806 (+181 unattributed)."
Spain,2019-20,football,female,profesional,670,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,estimated,profesional,"Image-verified rows; footer mis-reports column totals. Female prebenjamin/debutante summed from regional rows. Grand total 846,625 vs CSV 846,806 (+181 unattributed)."
Spain,2019-20,football,male,aficionado,128020,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,estimated,aficionado,"Image-verified rows; footer mis-reports column totals. Female prebenjamin/debutante summed from regional rows. Grand total 846,625 vs CSV 846,806 (+181 unattributed)."
Spain,2019-20,football,male,alevin,137137,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,estimated,alevin,"Image-verified rows; footer mis-reports column totals. Female prebenjamin/debutante summed from regional rows. Grand total 846,625 vs CSV 846,806 (+181 unattributed)."
Spain,2019-20,football,male,benjamin,104374,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,estimated,benjamin,"Image-verified rows; footer mis-reports column totals. Female prebenjamin/debutante summed from regional rows. Grand total 846,625 vs CSV 846,806 (+181 unattributed)."
Spain,2019-20,football,male,cadete,116283,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,estimated,cadete,"Image-verified rows; footer mis-reports column totals. Female prebenjamin/debutante summed from regional rows. Grand total 846,625 vs CSV 846,806 (+181 unattributed)."
Spain,2019-20,football,male,debutante,6250,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,estimated,debutante,"Image-verified rows; footer mis-reports column totals. Female prebenjamin/debutante summed from regional rows. Grand total 846,625 vs CSV 846,806 (+181 unattributed)."
Spain,2019-20,football,male,infantil,132202,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,estimated,infantil,"Image-verified rows; footer mis-reports column totals. Female prebenjamin/debutante summed from regional rows. Grand total 846,625 vs CSV 846,806 (+181 unattributed)."
Spain,2019-20,football,male,juvenil,113176,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,estimated,juvenil,"Image-verified rows; footer mis-reports column totals. Female prebenjamin/debutante summed from regional rows. Grand total 846,625 vs CSV 846,806 (+181 unattributed)."
Spain,2019-20,football,male,prebenjamin,48093,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,estimated,prebenjamin,"Image-verified rows; footer mis-reports column totals. Female prebenjamin/debutante summed from regional rows. Grand total 846,625 vs CSV 846,806 (+181 unattributed)."
Spain,2019-20,football,male,profesional,5175,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,estimated,profesional,"Image-verified rows; footer mis-reports column totals. Female prebenjamin/debutante summed from regional rows. Grand total 846,625 vs CSV 846,806 (+181 unattributed)."
Spain,2019-20,football,male,veterano,1325,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,estimated,veterano,"Image-verified rows; footer mis-reports column totals. Female prebenjamin/debutante summed from regional rows. Grand total 846,625 vs CSV 846,806 (+181 unattributed)."
Spain,2019-20,futsal,female,aficionado,5639,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,confirmed,aficionado,"Image-verified. Grand total 136,091 confirmed vs CSV."
Spain,2019-20,futsal,female,alevin,2553,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,confirmed,alevin,"Image-verified. Grand total 136,091 confirmed vs CSV."
Spain,2019-20,futsal,female,benjamin,2509,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,confirmed,benjamin,"Image-verified. Grand total 136,091 confirmed vs CSV."
Spain,2019-20,futsal,female,cadete,1816,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,confirmed,cadete,"Image-verified. Grand total 136,091 confirmed vs CSV."
Spain,2019-20,futsal,female,debutante,75,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,confirmed,debutante,"Image-verified. Grand total 136,091 confirmed vs CSV."
Spain,2019-20,futsal,female,infantil,2247,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,confirmed,infantil,"Image-verified. Grand total 136,091 confirmed vs CSV."
Spain,2019-20,futsal,female,juvenil,1825,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,confirmed,juvenil,"Image-verified. Grand total 136,091 confirmed vs CSV."
Spain,2019-20,futsal,female,prebenjamin,314,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,confirmed,prebenjamin,"Image-verified. Grand total 136,091 confirmed vs CSV."
Spain,2019-20,futsal,female,profesional,54,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,confirmed,profesional,"Image-verified. Grand total 136,091 confirmed vs CSV."
Spain,2019-20,futsal,male,aficionado,25890,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,confirmed,aficionado,"Image-verified. Grand total 136,091 confirmed vs CSV."
Spain,2019-20,futsal,male,alevin,17075,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,confirmed,alevin,"Image-verified. Grand total 136,091 confirmed vs CSV."
Spain,2019-20,futsal,male,benjamin,17675,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,confirmed,benjamin,"Image-verified. Grand total 136,091 confirmed vs CSV."
Spain,2019-20,futsal,male,cadete,14236,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,confirmed,cadete,"Image-verified. Grand total 136,091 confirmed vs CSV."
Spain,2019-20,futsal,male,debutante,1958,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,confirmed,debutante,"Image-verified. Grand total 136,091 confirmed vs CSV."
Spain,2019-20,futsal,male,infantil,15886,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,confirmed,infantil,"Image-verified. Grand total 136,091 confirmed vs CSV."
Spain,2019-20,futsal,male,juvenil,13723,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,confirmed,juvenil,"Image-verified. Grand total 136,091 confirmed vs CSV."
Spain,2019-20,futsal,male,prebenjamin,12369,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,confirmed,prebenjamin,"Image-verified. Grand total 136,091 confirmed vs CSV."
Spain,2019-20,futsal,male,profesional,247,licencias,RFEF Memoria Anual 2020,,rfef_memoria_2020.pdf,confirmed,profesional,"Image-verified. Grand total 136,091 confirmed vs CSV."
Spain,2020-21,football,female,aficionado,13385,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,aficionado,Image-verified. Replaces PDF-parser entry.
Spain,2020-21,football,female,alevin,6168,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,alevin,Image-verified. Replaces PDF-parser entry.
Spain,2020-21,football,female,benjamin,3095,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,benjamin,Image-verified. Replaces PDF-parser entry.
Spain,2020-21,football,female,cadete,7183,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,cadete,Image-verified. Replaces PDF-parser entry.
Spain,2020-21,football,female,debutante,91,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,debutante,Image-verified. Replaces PDF-parser entry.
Spain,2020-21,football,female,infantil,7575,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,infantil,Image-verified. Replaces PDF-parser entry.
Spain,2020-21,football,female,juvenil,7790,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,juvenil,Image-verified. Replaces PDF-parser entry.
Spain,2020-21,football,female,prebenjamin,860,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,prebenjamin,Image-verified. Replaces PDF-parser entry.
Spain,2020-21,football,female,profesional,866,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,profesional,Image-verified. Replaces PDF-parser entry.
Spain,2020-21,football,male,aficionado,101388,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,aficionado,Image-verified. Replaces PDF-parser entry.
Spain,2020-21,football,male,alevin,103160,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,alevin,Image-verified. Replaces PDF-parser entry.
Spain,2020-21,football,male,benjamin,73131,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,benjamin,Image-verified. Replaces PDF-parser entry.
Spain,2020-21,football,male,cadete,100387,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,cadete,Image-verified. Replaces PDF-parser entry.
Spain,2020-21,football,male,debutante,4490,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,debutante,Image-verified. Replaces PDF-parser entry.
Spain,2020-21,football,male,infantil,108416,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,infantil,Image-verified. Replaces PDF-parser entry.
Spain,2020-21,football,male,juvenil,107698,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,juvenil,Image-verified. Replaces PDF-parser entry.
Spain,2020-21,football,male,prebenjamin,32752,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,prebenjamin,Image-verified. Replaces PDF-parser entry.
Spain,2020-21,football,male,profesional,7543,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,profesional,Image-verified. Replaces PDF-parser entry.
Spain,2020-21,football,male,veterano,926,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,veterano,Image-verified. Replaces PDF-parser entry.
Spain,2020-21,futsal,female,aficionado,4933,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,aficionado,"Image-verified. Grand total 82,470 confirmed."
Spain,2020-21,futsal,female,alevin,853,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,alevin,"Image-verified. Grand total 82,470 confirmed."
Spain,2020-21,futsal,female,benjamin,631,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,benjamin,"Image-verified. Grand total 82,470 confirmed."
Spain,2020-21,futsal,female,cadete,1093,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,cadete,"Image-verified. Grand total 82,470 confirmed."
Spain,2020-21,futsal,female,debutante,31,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,debutante,"Image-verified. Grand total 82,470 confirmed."
Spain,2020-21,futsal,female,infantil,1037,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,infantil,"Image-verified. Grand total 82,470 confirmed."
Spain,2020-21,futsal,female,juvenil,1539,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,juvenil,"Image-verified. Grand total 82,470 confirmed."
Spain,2020-21,futsal,female,prebenjamin,161,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,prebenjamin,"Image-verified. Grand total 82,470 confirmed."
Spain,2020-21,futsal,female,profesional,113,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,profesional,"Image-verified. Grand total 82,470 confirmed."
Spain,2020-21,futsal,male,aficionado,20386,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,aficionado,"Image-verified. Grand total 82,470 confirmed."
Spain,2020-21,futsal,male,alevin,7642,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,alevin,"Image-verified. Grand total 82,470 confirmed."
Spain,2020-21,futsal,male,benjamin,8111,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,benjamin,"Image-verified. Grand total 82,470 confirmed."
Spain,2020-21,futsal,male,cadete,9232,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,cadete,"Image-verified. Grand total 82,470 confirmed."
Spain,2020-21,futsal,male,debutante,576,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,debutante,"Image-verified. Grand total 82,470 confirmed."
Spain,2020-21,futsal,male,infantil,8723,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,infantil,"Image-verified. Grand total 82,470 confirmed."
Spain,2020-21,futsal,male,juvenil,11929,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,juvenil,"Image-verified. Grand total 82,470 confirmed."
Spain,2020-21,futsal,male,prebenjamin,5092,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,prebenjamin,"Image-verified. Grand total 82,470 confirmed."
Spain,2020-21,futsal,male,profesional,388,licencias,RFEF Memoria Anual 2021,,rfef_memoria_2021.pdf,confirmed,profesional,"Image-verified. Grand total 82,470 confirmed."
Spain,2021-22,football,female,aficionado,16283,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,aficionado,Image-verified. Replaces PDF-parser entry.
Spain,2021-22,football,female,alevin,9807,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,alevin,Image-verified. Replaces PDF-parser entry.
Spain,2021-22,football,female,benjamin,4657,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,benjamin,Image-verified. Replaces PDF-parser entry.
Spain,2021-22,football,female,cadete,9398,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,cadete,Image-verified. Replaces PDF-parser entry.
Spain,2021-22,football,female,debutante,282,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,debutante,Image-verified. Replaces PDF-parser entry.
Spain,2021-22,football,female,infantil,10794,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,infantil,Image-verified. Replaces PDF-parser entry.
Spain,2021-22,football,female,juvenil,8950,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,juvenil,Image-verified. Replaces PDF-parser entry.
Spain,2021-22,football,female,prebenjamin,1338,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,prebenjamin,Image-verified. Replaces PDF-parser entry.
Spain,2021-22,football,female,profesional,984,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,profesional,Image-verified. Replaces PDF-parser entry.
Spain,2021-22,football,male,aficionado,143122,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,aficionado,Image-verified. Replaces PDF-parser entry.
Spain,2021-22,football,male,alevin,129548,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,alevin,Image-verified. Replaces PDF-parser entry.
Spain,2021-22,football,male,benjamin,92400,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,benjamin,Image-verified. Replaces PDF-parser entry.
Spain,2021-22,football,male,cadete,119881,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,cadete,Image-verified. Replaces PDF-parser entry.
Spain,2021-22,football,male,debutante,10126,licencias,RFEF Memoria Anual 2022,,rfef_memoria_2022.pdf,confirmed,debutante,Image-verified. Replaces PDF-parser entry.
