country_code,country_name,indicator_code,indicator_name,year,value
DEU,Germany,NY.GDP.MKTP.CD,gdp_usd,2020,3941398957073.94
DEU,Germany,NY.GDP.MKTP.CD,gdp_usd,2019,3959894794039.21
DEU,Germany,NY.GDP.MKTP.CD,gdp_usd,2018,4055433215301.96
DEU,Germany,NY.GDP.MKTP.CD,gdp_usd,2017,3765351626105.89
DEU,Germany,NY.GDP.MKTP.CD,gdp_usd,2016,3536787895179.0
DEU,Germany,NY.GDP.MKTP.CD,gdp_usd,2015,3425099578746.09
DEU,Germany,NY.GDP.MKTP.CD,gdp_usd,2014,3964870735760.77
DEU,Germany,NY.GDP.MKTP.CD,gdp_usd,2013,3807023797050.99
DEU,Germany,NY.GDP.MKTP.CD,gdp_usd,2012,3596483233406.25
ESP,Spain,NY.GDP.MKTP.CD,gdp_usd,2023,1619481980719.64
ESP,Spain,NY.GDP.MKTP.CD,gdp_usd,2022,1448850658406.62
ESP,Spain,NY.GDP.MKTP.CD,gdp_usd,2021,1461244901852.69
ESP,Spain,NY.GDP.MKTP.CD,gdp_usd,2020,1289783836971.21
ESP,Spain,NY.GDP.MKTP.CD,gdp_usd,2019,1403496387686.27
ESP,Spain,NY.GDP.MKTP.CD,gdp_usd,2018,1431642809327.06
ESP,Spain,NY.GDP.MKTP.CD,gdp_usd,2017,1321754088818.83
ESP,Spain,NY.GDP.MKTP.CD,gdp_usd,2016,1243015667917.12
ESP,Spain,NY.GDP.MKTP.CD,gdp_usd,2015,1206164777553.12
ESP,Spain,NY.GDP.MKTP.CD,gdp_usd,2014,1380244561361.96
ESP,Spain,NY.GDP.MKTP.CD,gdp_usd,2013,1362186923157.65
ESP,Spain,NY.GDP.MKTP.CD,gdp_usd,2012,1330994811670.31
FRA,France,NY.GDP.MKTP.CD,gdp_usd,2023,3056250648138.29
FRA,France,NY.GDP.MKTP.CD,gdp_usd,2022,2794788137066.94
FRA,France,NY.GDP.MKTP.CD,gdp_usd,2021,2966433692008.09
FRA,France,NY.GDP.MKTP.CD,gdp_usd,2020,2647926055110.05
FRA,France,NY.GDP.MKTP.CD,gdp_usd,2019,2722793515171.76
FRA,France,NY.GDP.MKTP.CD,gdp_usd,2018,2781576320884.39
FRA,France,NY.GDP.MKTP.CD,gdp_usd,2017,2588868323334.71
FRA,France,NY.GDP.MKTP.CD,gdp_usd,2016,2470407619777.13
FRA,France,NY.GDP.MKTP.CD,gdp_usd,2015,2442483452642.5
FRA,France,NY.GDP.MKTP.CD,gdp_usd,2014,2861236112552.42
FRA,France,NY.GDP.MKTP.CD,gdp_usd,2013,2816077607875.26
FRA,France,NY.GDP.MKTP.CD,gdp_usd,2012,2683007095787.23
GBR,United Kingdom,NY.GDP.MKTP.CD,gdp_usd,2023,3420796653789.08
GBR,United Kingdom,NY.GDP.MKTP.CD,gdp_usd,2022,3181244350465.41
GBR,United Kingdom,NY.GDP.MKTP.CD,gdp_usd,2021,3194559188925.93
GBR,United Kingdom,NY.GDP.MKTP.CD,gdp_usd,2020,2724001478304.59
GBR,United Kingdom,NY.GDP.MKTP.CD,gdp_usd,2019,2875710080015.3
GBR,United Kingdom,NY.GDP.MKTP.CD,gdp_usd,2018,2897028009916.05
GBR,United Kingdom,NY.GDP.MKTP.CD,gdp_usd,2017,2699118387873.1
GBR,United Kingdom,NY.GDP.MKTP.CD,gdp_usd,2016,2706807606538.73
GBR,United Kingdom,NY.GDP.MKTP.CD,gdp_usd,2015,2945579890258.46
GBR,United Kingdom,NY.GDP.MKTP.CD,gdp_usd,2014,3085362169410.29
GBR,United Kingdom,NY.GDP.MKTP.CD,gdp_usd,2013,2796908333283.39
GBR,United Kingdom,NY.GDP.MKTP.CD,gdp_usd,2012,2719715961539.83
GRC,Greece,NY.GDP.MKTP.CD,gdp_usd,2023,242946187738.269
GRC,Greece,NY.GDP.MKTP.CD,gdp_usd,2022,217990189600.69
GRC,Greece,NY.GDP.MKTP.CD,gdp_usd,2021,218303801895.326
GRC,Greece,NY.GDP.MKTP.CD,gdp_usd,2020,191362985554.861
GRC,Greece,NY.GDP.MKTP.CD,gdp_usd,2019,207305649887.019
GRC,Greece,NY.GDP.MKTP.CD,gdp_usd,2018,213298873494.394
GRC,Greece,NY.GDP.MKTP.CD,gdp_usd,2017,200381103984.298
GRC,Greece,NY.GDP.MKTP.CD,gdp_usd,2016,193097239005.87
GRC,Greece,NY.GDP.MKTP.CD,gdp_usd,2015,194567373678.099
GRC,Greece,NY.GDP.MKTP.CD,gdp_usd,2014,233911581521.062
GRC,Greece,NY.GDP.MKTP.CD,gdp_usd,2013,236556279640.705
GRC,Greece,NY.GDP.MKTP.CD,gdp_usd,2012,238841140018.233
ITA,Italy,NY.GDP.MKTP.CD,gdp_usd,2023,2316727999333.18
ITA,Italy,NY.GDP.MKTP.CD,gdp_usd,2022,2104067630319.46
ITA,Italy,NY.GDP.MKTP.CD,gdp_usd,2021,2179207773596.09
ITA,Italy,NY.GDP.MKTP.CD,gdp_usd,2020,1907481094079.23
ITA,Italy,NY.GDP.MKTP.CD,gdp_usd,2019,2019606796583.53
ITA,Italy,NY.GDP.MKTP.CD,gdp_usd,2018,2099435266458.67
ITA,Italy,NY.GDP.MKTP.CD,gdp_usd,2017,1970720904584.71
ITA,Italy,NY.GDP.MKTP.CD,gdp_usd,2016,1887111188176.93
ITA,Italy,NY.GDP.MKTP.CD,gdp_usd,2015,1845428048839.1
ITA,Italy,NY.GDP.MKTP.CD,gdp_usd,2014,2173255507985.84
ITA,Italy,NY.GDP.MKTP.CD,gdp_usd,2013,2153225581941.46
ITA,Italy,NY.GDP.MKTP.CD,gdp_usd,2012,2097929495121.68
NLD,Netherlands,NY.GDP.MKTP.CD,gdp_usd,2023,1135475867551.0
NLD,Netherlands,NY.GDP.MKTP.CD,gdp_usd,2022,1046540797548.64
NLD,Netherlands,NY.GDP.MKTP.CD,gdp_usd,2021,1054472123449.6
NLD,Netherlands,NY.GDP.MKTP.CD,gdp_usd,2020,932560861701.17
NLD,Netherlands,NY.GDP.MKTP.CD,gdp_usd,2019,928903005576.469
NLD,Netherlands,NY.GDP.MKTP.CD,gdp_usd,2018,929733599796.862
NLD,Netherlands,NY.GDP.MKTP.CD,gdp_usd,2017,848233537845.884
NLD,Netherlands,NY.GDP.MKTP.CD,gdp_usd,2016,797163949289.885
NLD,Netherlands,NY.GDP.MKTP.CD,gdp_usd,2015,775743675302.734
NLD,Netherlands,NY.GDP.MKTP.CD,gdp_usd,2014,901556501756.467
NLD,Netherlands,NY.GDP.MKTP.CD,gdp_usd,2013,883951539006.669
NLD,Netherlands,NY.GDP.MKTP.CD,gdp_usd,2012,845689017065.625
NOR,Norway,NY.GDP.MKTP.CD,gdp_usd,2023,482949731776.587
NOR,Norway,NY.GDP.MKTP.CD,gdp_usd,2022,596297651035.798
NOR,Norway,NY.GDP.MKTP.CD,gdp_usd,2021,503367986030.268
NOR,Norway,NY.GDP.MKTP.CD,gdp_usd,2020,367633418886.627
NOR,Norway,NY.GDP.MKTP.CD,gdp_usd,2019,408742840909.091
NOR,Norway,NY.GDP.MKTP.CD,gdp_usd,2018,439788625883.8
NOR,Norway,NY.GDP.MKTP.CD,gdp_usd,2017,401745275035.261
NOR,Norway,NY.GDP.MKTP.CD,gdp_usd,2016,370956547619.048
NOR,Norway,NY.GDP.MKTP.CD,gdp_usd,2015,388159512245.53
NOR,Norway,NY.GDP.MKTP.CD,gdp_usd,2014,501736471832.848
NOR,Norway,NY.GDP.MKTP.CD,gdp_usd,2013,526014468085.106
NOR,Norway,NY.GDP.MKTP.CD,gdp_usd,2012,512777309840.997
PRT,Portugal,NY.GDP.MKTP.CD,gdp_usd,2023,292323800948.839
PRT,Portugal,NY.GDP.MKTP.CD,gdp_usd,2022,256898677175.024
PRT,Portugal,NY.GDP.MKTP.CD,gdp_usd,2021,256055879091.139
PRT,Portugal,NY.GDP.MKTP.CD,gdp_usd,2020,229618773422.577
PRT,Portugal,NY.GDP.MKTP.CD,gdp_usd,2019,240115970063.019
PRT,Portugal,NY.GDP.MKTP.CD,gdp_usd,2018,242092894542.888
PRT,Portugal,NY.GDP.MKTP.CD,gdp_usd,2017,220862990767.229
PRT,Portugal,NY.GDP.MKTP.CD,gdp_usd,2016,206305431241.638
PRT,Portugal,NY.GDP.MKTP.CD,gdp_usd,2015,199038523119.639
PRT,Portugal,NY.GDP.MKTP.CD,gdp_usd,2014,230078616299.675
PRT,Portugal,NY.GDP.MKTP.CD,gdp_usd,2013,226677408291.745
PRT,Portugal,NY.GDP.MKTP.CD,gdp_usd,2012,216536676771.973
SWE,Sweden,NY.GDP.MKTP.CD,gdp_usd,2023,578990915246.07
SWE,Sweden,NY.GDP.MKTP.CD,gdp_usd,2022,575071237640.921
SWE,Sweden,NY.GDP.MKTP.CD,gdp_usd,2021,631693331300.776
SWE,Sweden,NY.GDP.MKTP.CD,gdp_usd,2020,544265668451.678
SWE,Sweden,NY.GDP.MKTP.CD,gdp_usd,2019,530894124494.418
SWE,Sweden,NY.GDP.MKTP.CD,gdp_usd,2018,549649344043.182
SWE,Sweden,NY.GDP.MKTP.CD,gdp_usd,2017,535172356784.769
SWE,Sweden,NY.GDP.MKTP.CD,gdp_usd,2016,513058312950.939
SWE,Sweden,NY.GDP.MKTP.CD,gdp_usd,2015,501602351911.6
SWE,Sweden,NY.GDP.MKTP.CD,gdp_usd,2014,577727767303.596
SWE,Sweden,NY.GDP.MKTP.CD,gdp_usd,2013,584125353119.18
SWE,Sweden,NY.GDP.MKTP.CD,gdp_usd,2012,549739674655.127
USA,United States,NY.GDP.MKTP.CD,gdp_usd,2023,27292170793214.4
USA,United States,NY.GDP.MKTP.CD,gdp_usd,2022,25604848907611.0
USA,United States,NY.GDP.MKTP.CD,gdp_usd,2021,23315080560000.0
USA,United States,NY.GDP.MKTP.CD,gdp_usd,2020,21060473613000.0
USA,United States,NY.GDP.MKTP.CD,gdp_usd,2019,21380976119000.0
USA,United States,NY.GDP.MKTP.CD,gdp_usd,2018,20533057312000.0
USA,United States,NY.GDP.MKTP.CD,gdp_usd,2017,19477336549000.0
USA,United States,NY.GDP.MKTP.CD,gdp_usd,2016,18695110842000.0
USA,United States,NY.GDP.MKTP.CD,gdp_usd,2015,18206020741000.0
USA,United States,NY.GDP.MKTP.CD,gdp_usd,2014,17550680174000.0
USA,United States,NY.GDP.MKTP.CD,gdp_usd,2013,16843190993000.0
USA,United States,NY.GDP.MKTP.CD,gdp_usd,2012,16253972230000.0
ARG,Argentina,NY.GDP.PCAP.CD,gdp_per_capita_usd,2023,14261.8465667948
ARG,Argentina,NY.GDP.PCAP.CD,gdp_per_capita_usd,2022,13962.1894087223
ARG,Argentina,NY.GDP.PCAP.CD,gdp_per_capita_usd,2021,10738.0179223384
ARG,Argentina,NY.GDP.PCAP.CD,gdp_per_capita_usd,2020,8535.59938004389
ARG,Argentina,NY.GDP.PCAP.CD,gdp_per_capita_usd,2019,9955.97478680428
ARG,Argentina,NY.GDP.PCAP.CD,gdp_per_capita_usd,2018,11752.7998922979
ARG,Argentina,NY.GDP.PCAP.CD,gdp_per_capita_usd,2017,14532.5009308511
ARG,Argentina,NY.GDP.PCAP.CD,gdp_per_capita_usd,2016,12699.9623137756
ARG,Argentina,NY.GDP.PCAP.CD,gdp_per_capita_usd,2015,13679.6264980954
ARG,Argentina,NY.GDP.PCAP.CD,gdp_per_capita_usd,2014,12233.1444119186
ARG,Argentina,NY.GDP.PCAP.CD,gdp_per_capita_usd,2013,12963.675773326
ARG,Argentina,NY.GDP.PCAP.CD,gdp_per_capita_usd,2012,12949.717486654
BEL,Belgium,NY.GDP.PCAP.CD,gdp_per_capita_usd,2023,55291.4754541329
BEL,Belgium,NY.GDP.PCAP.CD,gdp_per_capita_usd,2022,50605.7496677086
BEL,Belgium,NY.GDP.PCAP.CD,gdp_per_capita_usd,2021,51658.238294958
BEL,Belgium,NY.GDP.PCAP.CD,gdp_per_capita_usd,2020,45906.2875805246
BEL,Belgium,NY.GDP.PCAP.CD,gdp_per_capita_usd,2019,46716.6227467964
BEL,Belgium,NY.GDP.PCAP.CD,gdp_per_capita_usd,2018,47487.2100392561
BEL,Belgium,NY.GDP.PCAP.CD,gdp_per_capita_usd,2017,44035.3239358548
BEL,Belgium,NY.GDP.PCAP.CD,gdp_per_capita_usd,2016,41854.5498296444
BEL,Belgium,NY.GDP.PCAP.CD,gdp_per_capita_usd,2015,40893.804537772
BEL,Belgium,NY.GDP.PCAP.CD,gdp_per_capita_usd,2014,47995.7786961339
BEL,Belgium,NY.GDP.PCAP.CD,gdp_per_capita_usd,2013,46964.5946777056
BEL,Belgium,NY.GDP.PCAP.CD,gdp_per_capita_usd,2012,44874.1709182123
BRA,Brazil,NY.GDP.PCAP.CD,gdp_per_capita_usd,2023,10377.5897719195
BRA,Brazil,NY.GDP.PCAP.CD,gdp_per_capita_usd,2022,9281.33282136864
BRA,Brazil,NY.GDP.PCAP.CD,gdp_per_capita_usd,2021,7972.53696080695
BRA,Brazil,NY.GDP.PCAP.CD,gdp_per_capita_usd,2020,7074.19407495707
BRA,Brazil,NY.GDP.PCAP.CD,gdp_per_capita_usd,2019,9029.83304401079
BRA,Brazil,NY.GDP.PCAP.CD,gdp_per_capita_usd,2018,9300.66072904004
BRA,Brazil,NY.GDP.PCAP.CD,gdp_per_capita_usd,2017,10080.5078722821
BRA,Brazil,NY.GDP.PCAP.CD,gdp_per_capita_usd,2016,8836.28546025694
BRA,Brazil,NY.GDP.PCAP.CD,gdp_per_capita_usd,2015,8936.1955889444
BRA,Brazil,NY.GDP.PCAP.CD,gdp_per_capita_usd,2014,12274.9941630213
BRA,Brazil,NY.GDP.PCAP.CD,gdp_per_capita_usd,2013,12458.8903396625
BRA,Brazil,NY.GDP.PCAP.CD,gdp_per_capita_usd,2012,12521.7238454434
DEU,Germany,NY.GDP.PCAP.CD,gdp_per_capita_usd,2023,54776.7668235491
DEU,Germany,NY.GDP.PCAP.CD,gdp_per_capita_usd,2022,50506.5179638543
DEU,Germany,NY.GDP.PCAP.CD,gdp_per_capita_usd,2021,52349.2459994422
DEU,Germany,NY.GDP.PCAP.CD,gdp_per_capita_usd,2020,47394.8734504469
DEU,Germany,NY.GDP.PCAP.CD,gdp_per_capita_usd,2019,47656.199739747
DEU,Germany,NY.GDP.PCAP.CD,gdp_per_capita_usd,2018,48916.1686612154
DEU,Germany,NY.GDP.PCAP.CD,gdp_per_capita_usd,2017,45553.9341495339
DEU,Germany,NY.GDP.PCAP.CD,gdp_per_capita_usd,2016,42948.9381932694
DEU,Germany,NY.GDP.PCAP.CD,gdp_per_capita_usd,2015,41929.7549110722
DEU,Germany,NY.GDP.PCAP.CD,gdp_per_capita_usd,2014,48959.5991203133
DEU,Germany,NY.GDP.PCAP.CD,gdp_per_capita_usd,2013,47206.8353514242
DEU,Germany,NY.GDP.PCAP.CD,gdp_per_capita_usd,2012,44718.0159214069
ESP,Spain,NY.GDP.PCAP.CD,gdp_per_capita_usd,2023,33493.2225409111
ESP,Spain,NY.GDP.PCAP.CD,gdp_per_capita_usd,2022,30319.4987196616
ESP,Spain,NY.GDP.PCAP.CD,gdp_per_capita_usd,2021,30799.4775937775
ESP,Spain,NY.GDP.PCAP.CD,gdp_per_capita_usd,2020,27233.9426461608
ESP,Spain,NY.GDP.PCAP.CD,gdp_per_capita_usd,2019,29786.5245689007
ESP,Spain,NY.GDP.PCAP.CD,gdp_per_capita_usd,2018,30602.4212881113
ESP,Spain,NY.GDP.PCAP.CD,gdp_per_capita_usd,2017,28381.3425596906
ESP,Spain,NY.GDP.PCAP.CD,gdp_per_capita_usd,2016,26755.6061149398
ESP,Spain,NY.GDP.PCAP.CD,gdp_per_capita_usd,2015,25982.4416197775
ESP,Spain,NY.GDP.PCAP.CD,gdp_per_capita_usd,2014,29707.765509467
ESP,Spain,NY.GDP.PCAP.CD,gdp_per_capita_usd,2013,29228.846559842
ESP,Spain,NY.GDP.PCAP.CD,gdp_per_capita_usd,2012,28456.4438151477
FRA,France,NY.GDP.PCAP.CD,gdp_per_capita_usd,2023,44700.1384177544
FRA,France,NY.GDP.PCAP.CD,gdp_per_capita_usd,2022,40988.6396406579
FRA,France,NY.GDP.PCAP.CD,gdp_per_capita_usd,2021,43725.0999521245
FRA,France,NY.GDP.PCAP.CD,gdp_per_capita_usd,2020,39169.8606000707
FRA,France,NY.GDP.PCAP.CD,gdp_per_capita_usd,2019,40408.2848574751
FRA,France,NY.GDP.PCAP.CD,gdp_per_capita_usd,2018,41418.1766484844
FRA,France,NY.GDP.PCAP.CD,gdp_per_capita_usd,2017,38687.1626407164
FRA,France,NY.GDP.PCAP.CD,gdp_per_capita_usd,2016,37024.2157133669
FRA,France,NY.GDP.PCAP.CD,gdp_per_capita_usd,2015,36702.4323733379
FRA,France,NY.GDP.PCAP.CD,gdp_per_capita_usd,2014,43148.0459288416
FRA,France,NY.GDP.PCAP.CD,gdp_per_capita_usd,2013,42669.1795111893
FRA,France,NY.GDP.PCAP.CD,gdp_per_capita_usd,2012,40863.5814412333
GBR,United Kingdom,NY.GDP.PCAP.CD,gdp_per_capita_usd,2023,49944.4702124201
GBR,United Kingdom,NY.GDP.PCAP.CD,gdp_per_capita_usd,2022,47057.043229179
GBR,United Kingdom,NY.GDP.PCAP.CD,gdp_per_capita_usd,2021,47691.3768799404
GBR,United Kingdom,NY.GDP.PCAP.CD,gdp_per_capita_usd,2020,40812.6794663879
GBR,United Kingdom,NY.GDP.PCAP.CD,gdp_per_capita_usd,2019,43158.7411267323
GBR,United Kingdom,NY.GDP.PCAP.CD,gdp_per_capita_usd,2018,43702.9976303165
GBR,United Kingdom,NY.GDP.PCAP.CD,gdp_per_capita_usd,2017,40916.8115070354
GBR,United Kingdom,NY.GDP.PCAP.CD,gdp_per_capita_usd,2016,41257.9085545556
GBR,United Kingdom,NY.GDP.PCAP.CD,gdp_per_capita_usd,2015,45255.3449216209
GBR,United Kingdom,NY.GDP.PCAP.CD,gdp_per_capita_usd,2014,47746.2421759562
GBR,United Kingdom,NY.GDP.PCAP.CD,gdp_per_capita_usd,2013,43606.9837896348
GBR,United Kingdom,NY.GDP.PCAP.CD,gdp_per_capita_usd,2012,42688.3263728372
GRC,Greece,NY.GDP.PCAP.CD,gdp_per_capita_usd,2023,23343.7103964562
GRC,Greece,NY.GDP.PCAP.CD,gdp_per_capita_usd,2022,20886.5243087629
GRC,Greece,NY.GDP.PCAP.CD,gdp_per_capita_usd,2021,20654.7001960815
GRC,Greece,NY.GDP.PCAP.CD,gdp_per_capita_usd,2020,17886.733165236
GRC,Greece,NY.GDP.PCAP.CD,gdp_per_capita_usd,2019,19335.3602002969
GRC,Greece,NY.GDP.PCAP.CD,gdp_per_capita_usd,2018,19873.4015238771
GRC,Greece,NY.GDP.PCAP.CD,gdp_per_capita_usd,2017,18631.9930129293
GRC,Greece,NY.GDP.PCAP.CD,gdp_per_capita_usd,2016,17919.2426377048
GRC,Greece,NY.GDP.PCAP.CD,gdp_per_capita_usd,2015,17980.7298238137
GRC,Greece,NY.GDP.PCAP.CD,gdp_per_capita_usd,2014,21474.7257123892
GRC,Greece,NY.GDP.PCAP.CD,gdp_per_capita_usd,2013,21573.3449762805
GRC,Greece,NY.GDP.PCAP.CD,gdp_per_capita_usd,2012,21624.346052551
ITA,Italy,NY.GDP.PCAP.CD,gdp_per_capita_usd,2023,39277.0838783918
ITA,Italy,NY.GDP.PCAP.CD,gdp_per_capita_usd,2022,35653.9042103495
ITA,Italy,NY.GDP.PCAP.CD,gdp_per_capita_usd,2021,36852.5425414951
ITA,Italy,NY.GDP.PCAP.CD,gdp_per_capita_usd,2020,32091.4866621366
ITA,Italy,NY.GDP.PCAP.CD,gdp_per_capita_usd,2019,33812.788724868
ITA,Italy,NY.GDP.PCAP.CD,gdp_per_capita_usd,2018,34904.1081923834
ITA,Italy,NY.GDP.PCAP.CD,gdp_per_capita_usd,2017,32844.115660604
ITA,Italy,NY.GDP.PCAP.CD,gdp_per_capita_usd,2016,31391.5692898108
ITA,Italy,NY.GDP.PCAP.CD,gdp_per_capita_usd,2015,30639.8829751432
ITA,Italy,NY.GDP.PCAP.CD,gdp_per_capita_usd,2014,36028.3494022349
ITA,Italy,NY.GDP.PCAP.CD,gdp_per_capita_usd,2013,35701.6746002376
ITA,Italy,NY.GDP.PCAP.CD,gdp_per_capita_usd,2012,34854.3949441965
NLD,Netherlands,NY.GDP.PCAP.CD,gdp_per_capita_usd,2023,63515.6030780019
NLD,Netherlands,NY.GDP.PCAP.CD,gdp_per_capita_usd,2022,59123.318556487
NLD,Netherlands,NY.GDP.PCAP.CD,gdp_per_capita_usd,2021,60141.9880911492
NLD,Netherlands,NY.GDP.PCAP.CD,gdp_per_capita_usd,2020,53467.9277413737
NLD,Netherlands,NY.GDP.PCAP.CD,gdp_per_capita_usd,2019,53554.9007491475
NLD,Netherlands,NY.GDP.PCAP.CD,gdp_per_capita_usd,2018,53955.0770024266
NLD,Netherlands,NY.GDP.PCAP.CD,gdp_per_capita_usd,2017,49513.6817346384
NLD,Netherlands,NY.GDP.PCAP.CD,gdp_per_capita_usd,2016,46808.5291492503
NLD,Netherlands,NY.GDP.PCAP.CD,gdp_per_capita_usd,2015,45793.8135434697
NLD,Netherlands,NY.GDP.PCAP.CD,gdp_per_capita_usd,2014,53457.2234864322
NLD,Netherlands,NY.GDP.PCAP.CD,gdp_per_capita_usd,2013,52602.2860520766
NLD,Netherlands,NY.GDP.PCAP.CD,gdp_per_capita_usd,2012,50473.9442002689
NOR,Norway,NY.GDP.PCAP.CD,gdp_per_capita_usd,2023,87497.2179649556
NOR,Norway,NY.GDP.PCAP.CD,gdp_per_capita_usd,2022,109269.520580298
NOR,Norway,NY.GDP.PCAP.CD,gdp_per_capita_usd,2021,93072.8925119571
NOR,Norway,NY.GDP.PCAP.CD,gdp_per_capita_usd,2020,68340.0181033702
NOR,Norway,NY.GDP.PCAP.CD,gdp_per_capita_usd,2019,76430.5889473338
NOR,Norway,NY.GDP.PCAP.CD,gdp_per_capita_usd,2018,82792.8427113304
NOR,Norway,NY.GDP.PCAP.CD,gdp_per_capita_usd,2017,76131.8384032764
NOR,Norway,NY.GDP.PCAP.CD,gdp_per_capita_usd,2016,70867.3609970749
NOR,Norway,NY.GDP.PCAP.CD,gdp_per_capita_usd,2015,74809.9658049898
NOR,Norway,NY.GDP.PCAP.CD,gdp_per_capita_usd,2014,97666.6951838749
NOR,Norway,NY.GDP.PCAP.CD,gdp_per_capita_usd,2013,103553.840134417
NOR,Norway,NY.GDP.PCAP.CD,gdp_per_capita_usd,2012,102175.919298374
PRT,Portugal,NY.GDP.PCAP.CD,gdp_per_capita_usd,2023,27634.6183139773
PRT,Portugal,NY.GDP.PCAP.CD,gdp_per_capita_usd,2022,24620.5197587181
PRT,Portugal,NY.GDP.PCAP.CD,gdp_per_capita_usd,2021,24711.4510062111
PRT,Portugal,NY.GDP.PCAP.CD,gdp_per_capita_usd,2020,22299.4044062173
PRT,Portugal,NY.GDP.PCAP.CD,gdp_per_capita_usd,2019,23343.3628970034
PRT,Portugal,NY.GDP.PCAP.CD,gdp_per_capita_usd,2018,23541.1401075289
PRT,Portugal,NY.GDP.PCAP.CD,gdp_per_capita_usd,2017,21442.3842768879
PRT,Portugal,NY.GDP.PCAP.CD,gdp_per_capita_usd,2016,19980.2808866516
PRT,Portugal,NY.GDP.PCAP.CD,gdp_per_capita_usd,2015,19215.7813014347
PRT,Portugal,NY.GDP.PCAP.CD,gdp_per_capita_usd,2014,22120.6850127107
PRT,Portugal,NY.GDP.PCAP.CD,gdp_per_capita_usd,2013,21676.4859642714
PRT,Portugal,NY.GDP.PCAP.CD,gdp_per_capita_usd,2012,20593.4274224109
SWE,Sweden,NY.GDP.PCAP.CD,gdp_per_capita_usd,2023,54950.2834725622
SWE,Sweden,NY.GDP.PCAP.CD,gdp_per_capita_usd,2022,54836.8907235124
SWE,Sweden,NY.GDP.PCAP.CD,gdp_per_capita_usd,2021,60647.5416365347
SWE,Sweden,NY.GDP.PCAP.CD,gdp_per_capita_usd,2020,52568.5726980146
SWE,Sweden,NY.GDP.PCAP.CD,gdp_per_capita_usd,2019,51648.9892820514
SWE,Sweden,NY.GDP.PCAP.CD,gdp_per_capita_usd,2018,54018.4554391861
SWE,Sweden,NY.GDP.PCAP.CD,gdp_per_capita_usd,2017,53210.2233318965
SWE,Sweden,NY.GDP.PCAP.CD,gdp_per_capita_usd,2016,51703.5088332851
SWE,Sweden,NY.GDP.PCAP.CD,gdp_per_capita_usd,2015,51188.1652120493
SWE,Sweden,NY.GDP.PCAP.CD,gdp_per_capita_usd,2014,59583.4584491714
SWE,Sweden,NY.GDP.PCAP.CD,gdp_per_capita_usd,2013,60843.9888799369
SWE,Sweden,NY.GDP.PCAP.CD,gdp_per_capita_usd,2012,57749.5615420853
USA,United States,NY.GDP.PCAP.CD,gdp_per_capita_usd,2023,81032.262117545
USA,United States,NY.GDP.PCAP.CD,gdp_per_capita_usd,2022,76657.2488844403
USA,United States,NY.GDP.PCAP.CD,gdp_per_capita_usd,2021,70205.050916026
USA,United States,NY.GDP.PCAP.CD,gdp_per_capita_usd,2020,63515.9491807833
USA,United States,NY.GDP.PCAP.CD,gdp_per_capita_usd,2019,64746.4506778863
USA,United States,NY.GDP.PCAP.CD,gdp_per_capita_usd,2018,62499.8744390068
USA,United States,NY.GDP.PCAP.CD,gdp_per_capita_usd,2017,59635.0984397965
USA,United States,NY.GDP.PCAP.CD,gdp_per_capita_usd,2016,57638.1018367192
USA,United States,NY.GDP.PCAP.CD,gdp_per_capita_usd,2015,56572.9188996063
USA,United States,NY.GDP.PCAP.CD,gdp_per_capita_usd,2014,54973.4207515712
USA,United States,NY.GDP.PCAP.CD,gdp_per_capita_usd,2013,53179.0127634561
USA,United States,NY.GDP.PCAP.CD,gdp_per_capita_usd,2012,51708.4011556577
ARG,Argentina,SP.POP.TOTL,population_total,2023,45538401.0
ARG,Argentina,SP.POP.TOTL,population_total,2022,45407904.0
ARG,Argentina,SP.POP.TOTL,population_total,2021,45312281.0
ARG,Argentina,SP.POP.TOTL,population_total,2020,45191965.0
ARG,Argentina,SP.POP.TOTL,population_total,2019,44973465.0
ARG,Argentina,SP.POP.TOTL,population_total,2018,44654882.0
ARG,Argentina,SP.POP.TOTL,population_total,2017,44288894.0
ARG,Argentina,SP.POP.TOTL,population_total,2016,43900313.0
ARG,Argentina,SP.POP.TOTL,population_total,2015,43477012.0
ARG,Argentina,SP.POP.TOTL,population_total,2014,43024071.0
ARG,Argentina,SP.POP.TOTL,population_total,2013,42582455.0
ARG,Argentina,SP.POP.TOTL,population_total,2012,42161721.0
BEL,Belgium,SP.POP.TOTL,population_total,2023,11779946.0
BEL,Belgium,SP.POP.TOTL,population_total,2022,11680210.0
BEL,Belgium,SP.POP.TOTL,population_total,2021,11586195.0
BEL,Belgium,SP.POP.TOTL,population_total,2020,11538604.0
BEL,Belgium,SP.POP.TOTL,population_total,2019,11488980.0
BEL,Belgium,SP.POP.TOTL,population_total,2018,11427054.0
BEL,Belgium,SP.POP.TOTL,population_total,2017,11375158.0
BEL,Belgium,SP.POP.TOTL,population_total,2016,11331422.0
BEL,Belgium,SP.POP.TOTL,population_total,2015,11274196.0
BEL,Belgium,SP.POP.TOTL,population_total,2014,11209057.0
BEL,Belgium,SP.POP.TOTL,population_total,2013,11159407.0
